product_id,product_name,category,price,cost,stock_quantity,reorder_level
463,Pulse Standard Tennis Racket,Sports,293.27,138.69,325,69
464,Pulse Pro Jacket,Clothing,44.07,21.62,44,4
465,Apex Smart Scarf,Clothing,172.23,127.45,298,55
466,Forge Deluxe Rug,Home,392.68,163.64,481,127
467,Crest Deluxe Running Shoes,Sports,235.80,97.50,162,28
468,Vertex Standard Jacket,Clothing,67.36,41.44,479,127
469,Apex Ultra Tennis Racket,Sports,281.06,155.91,31,6
470,Crest Classic Chair,Home,234.27,133.45,168,37
471,Zenith Classic Tennis Racket,Sports,204.84,87.23,227,26
472,Horizon Compact Shirt,Clothing,76.24,38.52,180,27
473,Pulse Ultra Sneakers,Clothing,65.65,28.69,216,61
474,Stride Ultra Hat,Clothing,52.40,30.46,171,34
475,Summit Advanced Monitor,Electronics,318.90,229.51,287,76
476,Stride Ultra Speaker,Electronics,602.31,303.50,84,9
477,Lumen Compact Textbook,Books,31.12,15.01,365,80
478,Lumen Premium Headphones,Electronics,106.67,54.76,82,11
479,Zenith Smart Vacuum,Home,87.06,64.47,731,208
480,Lumen Advanced Vacuum,Home,212.12,116.49,294,73
481,Lumen Premium Blender,Home,112.32,67.91,62,15
482,Apex Compact Laptop,Electronics,797.45,461.22,179,35
483,Horizon Standard Hat,Clothing,178.12,78.43,237,33
484,Pulse Eco Dumbbell,Sports,108.85,65.33,93,11
485,Nest Eco Tennis Racket,Sports,200.19,87.10,240,58
486,Nova Compact Scarf,Clothing,112.24,57.79,139,26
487,Nova Eco Hat,Clothing,158.03,92.60,83,9
488,Stride Pro Bicycle,Sports,312.97,138.60,171,20
489,Vertex Essential Vacuum,Home,476.87,218.53,29,5
490,Vertex Deluxe Blender,Home,282.54,176.80,176,44
491,Nova Smart Sneakers,Clothing,74.04,40.96,65,12
492,Nova Essential Tablet,Electronics,294.28,168.59,516,125
493,Nest Elite Helmet,Sports,347.40,173.50,205,40
494,Horizon Pro Camera,Electronics,284.49,167.63,175,39
495,Nest Essential Headphones,Electronics,815.05,538.50,50,5
496,Nest Compact Shirt,Clothing,102.22,55.17,398,97
497,Horizon Elite Biography,Books,48.08,33.20,436,115
498,Forge Elite Speaker,Electronics,40.69,25.64,81,14
499,Lumen Pro Hat,Clothing,160.36,88.86,162,25
500,Summit Standard Camera,Electronics,521.37,260.65,99,14
